Question Number,Question,Option A,Option B,Option C,Option D,Option E,Option F,Correct Answer,Level,Medical Specialty,Group,umbrella_specialty,,,,,,,,,,,
620,يمكن لأشعة T ان تزودنا بعدة مشاهد للجسم نفسه وذلك حسب ما يقع الاختيار على........... أو...................,الوسط الذي تمر فيه,قياس اصدار الاشعاع - قريبة انكسار,قياس امتصاص الإشعاع - قرينة انكسار,قياس طول موجة الاشعاع - كثافة,,,B,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
1,سطح الكرة يتناسب :,طرديا مع مربع نصف القطر,طرديا مع نصف القطر,عكسيا مع مربع نصف القطر,عكسيا مع نصف القطر,,,A,Y3,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
75,اشهر الليزرات لعمليات العين والعمليات الجراحية هو ليزر :,الشلال الكمومي,النصف ناقل,الحالة الصلبة,الإكسايمر,,,D,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
428,إن شدة الموجة الصوتية :,هي طاقة الموجة الصوتية التي تعبر عن واحدة السطوح في واحدة الزمن.,هي طاقة كامل الموجة الصوتية .,يعبر عنها بالجول .,يعبر عنها بالجول لكل ثانية .,,,A,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
16,تعطى الطاقة الكلية بالعلاقة :,E=EK+V,E=½KA²,E=½mw²A²,كل ما سبق صحيح,,,D,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
405,يمكن أن تلعب المقادير التالية دورا في انكسار الموجة الصوتية عند الوسط الفاصل بين وسطين مختلفين :,الكتلة الحجمية لكل من الوسطين .,الممانعة الصوتية لكل من الوسطين.,لون كل من الوسطين .,أبعاد كل من الوسطين .,,,B,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
28,إن تطبيق التصوير بنبضات التيراهرتز يستخدم ل:,إظهار الأسنان المنخورة,الكشف عن التجاويف تحت ميناء السن,"A, B",كل ماسبق خاطئ,,,C,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
55,ان نصف قطر فاندر فالس يكون :,أكبر من نصف قطر التكافؤ,أصغر من نصف قطر التكافؤ,مساويا لنصف قطر التكافؤ,ليس أيا مما سبق,,,A,Y1,Chemistry,ABCD,Chemistry and Physics,,,,,,,,,,,
1307,بتناسب الشدة عكسيا مع,البعد,مربع البعد,المساحة,"C,B",,,D,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
29,يشكل المجال UVA حوالي ..... من المجال البنفسجي الكلي الذي يخترق الغلاف الجوي الأرضى.,0.2,0.25,0.3,0.35,,,C,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
171,الاشعة القادمة من منبع بعيد تكون ........... والاشعة المتوازية التى ترد على عدسة مبعدة تبرز وكانها تنطلق من ......... قبل العسة والجبال تقع عند .......... بالنسبة للعدسة :,متوازية - نقطة بؤرية فى طرف الانكسار,متوازية - نقطة بؤرية - النقطة البؤرية في طرف الورود,مساعدة - نقطة بؤرية- النقطة البؤرية في طرف الورود,متقاربة - نقطة بورية - النقطة البؤرية في طرف الانكسار,,,B,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
1,الظاهرة المسؤولة عن حمل الماء في النباتات من الجذور إلى الأوراق :,ظاهرة التوتر السطحي,الحمل الحراري,م الشحر الحراري,كل ما ذكر خاطئ,,,D,Y3,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
29,أي من الألكانات التالية يمتلك نقطة غليان أعلى:,هبتان,هكسان,بنتان,نونان,,,D,Y1,Chemistry,ABCD,Chemistry and Physics,,,,,,,,,,,
209,كل مايلي صحيح عن المداخل الهدام ماعدا,يحدث بين موجتين اذا كان فرق الطور بينهما نصف دورة,للتعاكس في الطور بين موجتين يجب أن يكون للنقاط على الموجة,∆∅=(2π)(+1\2),تكون الشدة المحصلة I=0,,,C,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
88,تعطي أكسدة البروبان- 2 – ول بواسطة المزيج الكرومي:,الأسيت الدهيد,الأسيتون,حمض الخل,البروبانال,,,B,Y1,Chemistry,ABCD,Chemistry and Physics,,,,,,,,,,,
1,عدد الفوتونات التي يصدرها أي جسم او يمتصها يرتبط بـ :,طبيعة ذلك الجسم,عدد المستويات الطاقية فيه,تعبر درجة حرارة الجسم المصدر,كل ما سبق صحيح,,,B,Y3,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
1,ينشأ حاجز كمون الذي تعبره الالكترونات في مجهر STM عن الفرق بين.... عندما يقاس بالنسبة للخلاء :,تابعي الطاقة لكل من النهاية المدببة والعينة,تابعي العمل لكل من النهاية المدببة والالكترونات,تابعي الطاقة لكل من الالكترونات والعينة,تابعي العمل لكل من النهاية المدببة والعينة,,,D,Y3,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
608,إن تحديد مواقع النسج المصابة بالورم السرطاني للخلايا القاعدية دورة كبيرة.,يبسط عملية التداخل الجراحي,يقلل من خطر معاودة المرض,يخفف من عمليات إعادة بناء الجلد,كل ما سبق صحيح,,,D,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
950,إن الوفرة النظيرية في عنصر طبيعي :,ثابتة,متغيرة,مختلفة,كل ماسبق صحيح,,,A,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
306,كل مايلي صحيح عن الـ Dobson ماعدا :,هي عدد جزيئات O3 اللازمة لتشكيل طبقة من الأوزون الصافي ثخانتها 0.01mm في درجة حرارة الصفر المئوي وفي ضغط جوي واحد,هي إرتفاع عمود من الهواء مساحة مقطعه 1cm2 يحتوي على 1016×2.96 جزئى أوزون,هي أبرز الواحدات الشائعة لقياس تركيز الأوزون,كل ما سبق صحيح,,,D,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
63,يطبق الضوء الهندسي في حالة:,وجود ظاهرتي التداخل والانعراج.,أبعاد الأجسام والفتحات صغيرة بالنسبة لطول موجة الضوء.,إهمال ظاهرتي التداخل والانعراج.,كل ما سبق خاطئ.,,,C,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
6,كل العبارات التالية صحيحة حول التأثرات بين الليزر والمادة ماعدا:,تشترك هذه التأثرات فيما بينها بوقوع مجال كثافته الممتد بين إلى,كثافة الاستطاعة نفسها تتغير قيمتها بأكثر من 15 رتبة,الذي يميز هذه العمليات ويتحكم فيها بشكل رئيسي هو مدة التعرض لليرر,مدة التعرض لليرر لا تطابق زمن التأثر نفسه,,,D,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
44,المعادلة التي تربط بين سرعه التدفق في وعاء دموي ومساحه مقطعه هي:,معادله برنولي,معادله الاستمرارية,معادله اينشتاين,كل ما سبق صحيح,,,B,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
103,إن المركب الغولي الذي يعطي راسب أصفر عند معالجته مع محلول قلوي لليود هو:,CH3OH,CH3CH2OH,CH3CH2CH2OH,CH3CH2CH(OH)CH2CH2CH3,,,B,Y1,Chemistry,ABCD,Chemistry and Physics,,,,,,,,,,,
327,يستخدم التصوير الضوئي للفلورة المتولد بالإضاءة فوق البنفسجية أطوالا موجية :,غير مرئية للضوء,مرئية للضوء,مرئية وغير مرئية,كل ما سبق صحيح,,,B,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
68,الشعاع الوارد والشعاع المنعكس والناظم في المستوى نفسه هو قانون ل :,للإنعكاس,للإنكسار,للإنعكاس المراوي,"A,B",,,A,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
135,لدينا وليد في حاضنة درجة حرارتها مماثلة لدرجة حرارة جسمه إلا أنها موضوعة بالقرب من نافذة في جو بارد فإن الوليد:,يفقد الحرارة بالإشعاع.,يفقد الحرارة بالنقل.,يفقد الحرارة بالإشعاع والنقل معاً.,لا يفقد الحرارة ولا يشعر بالبرودة .,,,A,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
1431,إن الـ fMRI هو,تصوير التجاوب المغناطيسي الوظيفي,هو طريقة تطوير وظيفي عصدوني تقبل فاعلية الدماغ بالكشف عن التغيرات الملازمة لتدفق الدم نحو باحاته المختلفة الاقترانها بالفاعلية الهرمونية,عندما تنشط باحة معينة في الدماغ يزداد تدفق الدم إلى تلك الباحة أيضا,"A,C",,,A,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
100,إن مجموعة الهيدروكسيل المرتبطة بحلقة البنزن تؤدي إلى,"زيادة الكثافة الإلكترونية في المواقع 6,4,2","زيادة الكثافة الإلكترونية في الموقعين 5,3",لا تؤثر على الكثافة الإلكترونية في الحلقة العطرية,"انخفاض الكثافة الإلكترونية في المواقع 6,4,2",,,A,Y1,Chemistry,ABCD,Chemistry and Physics,,,,,,,,,,,
77,يعتمد الماسح في التصوير المقطعي المحوري على:,X-RAY,IR,Y RAYS,كل ما سبق خاطئ .,,,A,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
222,يحدث البقع المضيئة عندما يكون التداخل....... و تمثل ...... والبقع العائمة تحدث عندما يكون التداخل ..... و تمثل.......,بناء رتبة الانعراج ، هدام ، رتبة التداخل قدام,هدام ، رتبة الانعراج ، بناء ، رتبة التداخل,بناء ، رتبة التداخل ، هدام ، رتبة التداخل,بناء ، رتبة التداخل . هدام، وتبة الانعراج,,,C,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
1,في حالة ترجام وحيد يمكن الحصول على محبس مبار عن طريق :,عدسات تقليدية,خطوط تأخير الكترونية,عدسة صوتية,C+B,,,C,Y3,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
223,إن غنى قرنية وعدسة العين بالماء والبروتين يجعل منهما:,جملة إبصار ضوئية مناسبة.,شفافتين للمجال المرئي .,عاتمتين للأشعة تحت الحمراء وفوق البنفسجية.,كافة الإجابات صحيحة .,,,D,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
1,تسخدم تقانة النمط المطالي في :,قياس البعد بين بنيتين,قياس طول الجهتين,معرفة اكسجة الدم,تسهل رؤية التباين بين الأجزاء المختلفة,,,B,Y3,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
432,إن شدة الموجة الصوتية في نسيج معين تتناسب طرديا مع :,مربع الضغط الصوتي في ذلك النسيج .,مربع سرعة جزيئات النسيج .,مربع انتقال (إزاحة) جزيئات النسيج .,الإجابات المذكورة ليست كلها صحيحة .,,,C,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
1107,يكون ثابت التناسب في حالة الاستطاعة أو الانضغاط,عامل المرونة الحجمي B,عامل القص S,عامل بانغ Y,كل ما سبق صحيح,,,C,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
162,قيمة ذوبانية ZnS (mol.dm-3) علما أن Kap= 1.6x 10-23,4 X 10-23,0.4 X 10-12,4.0X10-12,4.0X10-11,,,C,Y1,Chemistry,ABCD,Chemistry and Physics,,,,,,,,,,,
423,تسمح الماضت الموجهة عن بعد ومضخم السطوع وجهاز الاستقبال التلفزيوني بإجراء:,جميع فحوص التوليد بالتنظير الشعاعي وبخاصة في الفحوض الجلدية.,جميع فحوص الترشيد بالتنظير الشعاعي ومخلصة في الجراحة العظمية.,جميع فحوص الترشيد بالتنظير الشعاعي وبخاصة في الفحوص الهضمية.,جميع فحوص الترشيد بالتنظير الشعاعي وبخاصة في الفحوص المخبرية.,,,C,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
1218,يصح تقريب الحركة الطبقية عندما تكون سرعة الجريان........ وعندما ....... سرعة المائع في نقطة معينة يكون الجريان ويصبح.......,صغيرة - ترتفع - غير مستقر - اضطرابيا,صغيرة - ترتفع - غير مستقر - مستقر,كبيرة - ترتفع - غير مستقر - اضطرابيا,كل ما سبق صحيح,,,A,Y1,Physics,ABCD,Chemistry and Physics,,,,,,,,,,,
