id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,Reason ,Confidence 
3511,Y5,ينجم قصور البصر أساساً عن:,Ophthalmology,Ophthalmology,نقص تقلص العضلة الهدبية نتيجة تصلبها مع العمر,تنكس ألياف النطيقة مع العمر وفشلها في نقل عمل العضلة الهدبية إلى العدسة,زيادة سماكة عدسة العين مع العمر,زيادة تصلب عدسة العين مع العمر ومقاومتها لتغيير شكلها,لا شيء مما ذكر,,D,ABCDE,,
3512,Y5,في التهاب العنبة بالتوكسوبلاسموز عند الوليد:,Ophthalmology,Ophthalmology,تكون حالة الوليد جيدة,لا تترك عقابيل في حال بقي الوليد على قيد الحياة,تترك الإصابة ندبة ناقصة التصبغ,إصابة الشبكية لا تكون واضحة لوضع التشخيص,كل ما سبق خطأ,,E,ABCDE,,
3513,Y5,يمر من الشق الحجابي العلوي ما يني عدا:,Ophthalmology,Ophthalmology,أعصاب ودية,العصب الرابع,العصب الحسي لمثلث التوائم,العصب السادس,العصب البكري الاشتياقي,,A,ABCDE,,
3514,Y5,يحدث فيض الدمع Epiphora بسبب:,Ophthalmology,Ophthalmology,زيادة إفراز الدمع الأساسي,تخريش الملتحمة,نقص إفراز أساسي مع زيادة إفراز انعكاسي,نقص في التصريف,لا شيء مما ذكر,,D,ABCDE,,
3515,Y5,العدسة:,Ophthalmology,Ophthalmology,الدرز الأمامي له شكل y مقلوب,تشكل 25٪ من قوة انكسار العين,يزداد تحديها مع تقدم العمر,تزداد شفافية النواة مع تقدم العمر مما يؤدي إلى قدرة المريض على الرؤية القريبة,كل ما سبق صحيح,,B,ABCDE,,
3516,Y5,الجدار العلوي للحجاج:,Ophthalmology,Ophthalmology,يتشكل من العظم الجبهي,يتشكل من العظم الجبهي والجناح الصغير للعظم الوتدي,تأنيه يؤدي إلى جحوظ غير نابض,هو أرق وأضعف جدران الحجاج,معرض للرضوض أكثر من باقي الجدران,,B,ABCDE,,
3517,Y5,في الجسم الهدبي (الخاطئة),Ophthalmology,Ophthalmology,من وظائف الجسم الهدبية المطابقة,من وظائف الجسم الهدبي إفراز الخلط المائي,التعصيب الحركي للعضلة الهدبية يأتي من العصب الثالث,يتعصب الجسم الهدبي حركياً من العصب مثلث التوائم الفرع العيني,يشكل الجسم الهدبي القسم المتوسط للعنبة,,D,ABCDE,,
3518,Y5,يمكن أن ينجم التهاب الملتحمة النزفي عن الإصابة بما يلي: 1 2 3 4 5 6 7 8 E D D C C D D D #2#,Ophthalmology,Ophthalmology,Haemophilus,فيروس الحلأ البسيط,فيروس كوكساكي,a + c,كل ما ذكر,,D,ABCDE,,
3519,Y5,جميع العلامات التالية ذات أهمية في توجيه التشخيص نحو كسر قاع الحجاج عدا:,Ophthalmology,Ophthalmology,الفرقعة الغازية في الجفن السفلي,التكدم الشديد في الجفن السفلي,غؤور العين وهبوطها للأسفل,الخدر في الوجنة والجفن السفلي,التحدد المؤلم في رفع العين,,B,ABCDE,,
3520,Y5,جروح القرنية: )اختر الصحيحة(,Ophthalmology,Ophthalmology,تصنف على أنها من جروح العين النافذة,تتراوح من صغيرة إلى ممتدة.,تترك الصغيرة دون خياطة.,في حال كان الجرح كبيراً وجبت خياطته.,كل ما سبق صحيح.,,E,ABCDE,,
3521,Y5,يشبع تحت خلع العدسة في الحالات التالية عدا:,Ophthalmology,Ophthalmology,الرضوض,تناذر مارفان,تناذر ماركيزاتي,الحسر الشديد,الزرق الولادي,,E,ABCDE,,
3522,Y5,إذا ترافق بتفتق تقطع الأنسجة المتفتقة:,Ophthalmology,Ophthalmology,جروح الجسم البلوري.,جروح الصلبة.,جروح القرنية.,جروح الملتحمة.,لا شيء مما سبق.,,B,ABCDE,,
3523,Y5,كل ما يلي يستخدم في تدبير التهاب القرنية الحلأي ما عدا:,Ophthalmology,Ophthalmology,الأسيكلوفير,الإيودوكسيوريدين,الكورتيكوستيروئيدات,موسعات الحدقة في حال ترافقه بالتهاب قزحية,صادات في حال الإنتان الثانوي,,C,ABCDE,,
3524,Y5,في التهاب العنبة بالتوكسوبلاسموز:,Ophthalmology,Ophthalmology,يمكن أن يترافق بإصابة في أي نسيج في الجسم,يصيب الشبكية والمشيمية,ينتقل إلى الجنين من أمه عبر المشيمية,آفات العين ثنائية الجانب,كل ما سبق صح,,E,ABCDE,,
3525,Y5,في الضمور البدني البسيط للعصب البصري كل ما يلي صحيح ما عدا:,Ophthalmology,Ophthalmology,عتمة مركزية للون الأبيض,يكون ثنائي الجانب عادة,عدم تفاعل الحدقتين وشكلهما الغير منتظم مميز للمرض,الإنذار سيء وينتهي المرض بالعمى,انخفاض القدرة البصرية,,A,ABCDE,,
3526,Y5,في متلازمة المخروط خلف المقلة كل ما يلي صحيح ما عدا:,Ophthalmology,Ophthalmology,تحدث في الأورام التي تقع ضمن المخروط العضلي,تؤدي إلى جحوظ محوري,تؤدي إلى حدوث اضطرابات حركية وألم,يشاهد وذمة حليمة العصب البصري,يشاهد تثنيات شبكية في القطب الخلفي حول اللطخة الصفراء,,C,ABCDE,,
3527,Y5,تقع حفيرة البكرة في الجدار العلوي للحجاج في قسمه :,Ophthalmology,Ophthalmology,الأمامي الوحشي,الأمامي الأنسي,الخلفي الوحشي,الخلفي الأنسي,لا تفع في الجدار العلوي,,B,ABCDE,,
3528,Y5,جميع العبارات التالية المتعلقة بالبردة صحيحة عدا:,Ophthalmology,Ophthalmology,هي التهاب حبيبي مزمن في غدد ميبوميان,لا تترافق بألم,تنمو ببطء,تلتصق بالجلد عادة,كل ما سبق صحيح,,D,ABCDE,,
3529,Y5,بخصوص الجسم الهدبي (الخاطئة),Ophthalmology,Ophthalmology,يشكل القسم الأمامي من العنبة,يرتكز في الأمام إلى مهماز الصلبة,تقع حدوده الخلفية عند الحاشية المشرشرة للشبكية,يتألف من قسم مشتق من الوريقة المتوسطة وقسم شبكي,يشكل الجسم الهدبي حلقة مغلقة عرضها 8 ملم,,A,ABCDE,,
3530,Y5,في علاج التهاب الهلل الجرثومي ما عدا:,Ophthalmology,Ophthalmology,حالة إسعافيه تتطلب استشفاء,قد يحدث التهاب سحايا ودماغ والتهاب في الجيب الكهفي,يجب تقييم حالة العصب البصري كل 4 ساعات,حاجة للجراحة في حالات انخفاض حدة البصر أو الخراجات,,,D,ABCD,,
3531,Y5,تتصف العضلة الهدبية بأنها تضم:,Ophthalmology,Ophthalmology,اليافا شعاعية,اليافا طولانية,اليافا دائرية,B+c,A+b+c,,E,ABCDE,,
3532,Y5,كل مما يلي من أسباب شفوفية القرنية ما عدا :,Ophthalmology,Ophthalmology,توازي ألياف نسيجها الخاص,انتظام ألياف نسيجها الخاص,رقة الأ وعية الدموية فيها,الإماهة,عدم وجود الأوعية,,C,ABCDE,,
3533,Y5,يتظاهر اعتلال الشبكية المصلي المركزي بما يلي عدا:,Ophthalmology,Ophthalmology,نقص حدة رؤية,حسر بصر مكتسب,تغير في حجم المرئيات,تشوه المرئيات,اضطراب في الرؤية الملونة,,B,ABCDE,,
3534,Y5,يحدث تحدد حركات بسبب,Ophthalmology,Ophthalmology,خزل العضلات بسبب النزف والوذمة,كسر الجدار السفلي أو الأنسي مع انحباس العضلة,النزف,بسبب ناسور سباتي كهفي,بسبب مرور الهواء من الأنف للحجاج,,A,ABCDE,,
3535,Y5,رضوض وجروح العين اللا نافذة تقسم إلى ما يلي ما عدا:,Ophthalmology,Ophthalmology,تسحجات,رض ضوئي,أجسام أجنبية خارج العين,رضوض كليلة,كل ما سبق عدا واحدة,,B,ABCDE,,
3536,Y5,"كل الحالات التالية تعتبر مؤهبة لحدوث انفصال الشبكية التمزقي ""البدني"" عدا:",Ophthalmology,Ophthalmology,حسر البصر,اللاعنسية,الاستحالات الشبكية المحيطية,تميع وانفصال الزجاجي الخلفي,اعتلال البقعة الشيخي,,E,ABCDE,,
3537,Y5,بقاء غمد النخاعين في حيلمة العصب البصري:,Ophthalmology,Ophthalmology,قد يسبب العمى,لا يمتد للشبكية,لا يؤثر في القدرة البصرية,لا يؤدي الى اتساع البقعة العمياء,كل ما سبق خطأ,,C,ABCDE,,
3538,Y5,يتميز فوق المآق بما يلي:,Ophthalmology,Ophthalmology,يترافق مع حول وحشي كاذب,يكثر في العرق الأسود,غالباً ما يحتاج لتداخل جراحي لإصلاحه,يترافق مع نقس تطور جذر الأنف,كل ما سبق خطأ,,D,ABCDE,,
3539,Y5,في فحص رؤية الألوان كل مما يلي صح عدا:,Ophthalmology,Ophthalmology,يتم باستخدام أحجار ولوحات أطلس ايشيهارا,يعتمد الفحص على التدرج اللوني,أن إصابة المحور أزرق - أصفر على المخطط يدل على وجود إصابة في العصب البصري,يسمى هذا الفحص بفحص فارنسورث Farnsworth,كل ما سبق صح,,C,ABCDE,,
3540,Y5,حلقة كايسر – فليشر Kaiser Fleicher في القرنية:,Ophthalmology,Ophthalmology,توجد في القسم المركزي للقرنية,تتكون من ترسبات الحديد,لونها فضي غامق,تؤثر بشدة على القدرة البصرية,محيطية ولا تؤثر على القدرة البصرية,,E,ABCDE,,
3541,Y5,في اعتلال الشبكية بارتفاع التوتر الشرياني نشاهد ما يلي عدا:,Ophthalmology,Ophthalmology,نزوف لهبية,علامة حبة الكرز,انتفاخ رأس العصب البصري,عدم انتظام اقطار الشرايين,نزوف بقعية,,B,ABCDE,,
3542,Y5,تشكل القرنية من سطح غلاف كرة العين الليفي :,Ophthalmology,Ophthalmology,النصف الأمامي,الثلث الأمامي,الربع الأمامي,الخمس الأمامي,السدس الأمامي,,E,ABCDE,,
3543,Y5,الساد الرضي (اختر الخطأ):,Ophthalmology,Ophthalmology,من أسبابه رضوض العين الكليلة,يحدث نتيجة خلل في نفوذية المحفظة الخلفية,في تنظير قعر العين يظهر بشكل وردة,لكنه لا يتطور نحو ساد تام,فقط d+b,,D,ABCDE,,
