,﻿id,level,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,question_old,answer_text,question
4060,4062,Y1,Physiology,Physiology,الخلايا السيسائية,الخلايا الدبقية الصغيرة,الخلايا النجمية,الخلايا الدبقية قليلة التغصنات,,,C,ABCD,الخلايا الدبقية التي تشكل جزء من الحاجز الوعائي الدموي هي:,الخلايا النجمية,ما هي الخلايا الدبقية التي تشكل جزء من الحاجز الوعائي الدموي؟
4063,4065,Y1,Physiology,Physiology,افراز العامل البطاني المرخي في بطانة الأوعية,افراز الانجيوجينين وعامل النمو البطاني,عبر جملة الريلين انجيوتنسين,التعصيب الودي واللاودي,,,B,ABCD,يتم التنظيم المديد للضغط الشرياني عبر:,افراز الانجيوجينين وعامل النمو البطاني,ما هي الآلية التي يتم من خلالها التنظيم المديد للضغط الشرياني؟
4067,4069,Y1,Physiology,Physiology,روفيني.,نهايات عصبية حرة.,مستقبلات الألم.,باشيني.,,,D,ABCD,المستقبلة الأسرع تلاؤماً:,باشيني.,ما هي المستقبلة الأسرع تلاؤماً؟
4072,4074,Y1,Physiology,Physiology,عدم وجود غمد النخاعين,عدم وجود جسيمات مركزية,عدم وجود غمد شوان,كثرة التغصنات العصبية,,,C,ABCD,لا تتمكن الألياف العصبية المركزية من التجديد بسبب:,عدم وجود غمد شوان,لماذا لا تتمكن الألياف العصبية المركزية من التجديد؟
4081,4083,Y1,Physiology,Physiology,السعة الشهيقية,السعة الحيوية,السعة الوظيفية المدخرة + الحجم الجاري,الحجم المدخر الشهيقي,,,C,ABCD,كمية الهواء الموجودة في الرئتين في نهاية شهيق سوي هو:,السعة الوظيفية المدخرة + الحجم الجاري,ما هي كمية الهواء الموجودة في الرئتين في نهاية شهيق سوي؟
4084,4086,Y1,Physiology,Physiology,إنهاء تقلص الأذينات قبل تقلص البطينات,يطيل فترة تقلص الذينة,يطيل فترة كامن الفعل,يحمي عضلة القلب من التباطؤ,,,A,ABCD,الفائدة الوظيفية من التأخير الزمني لكامن الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية هو:,إنهاء تقلص الأذينات قبل تقلص البطينات,ما هي الفائدة الوظيفية من التأخير الزمني لكامن الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية؟
4091,4093,Y1,Physiology,Physiology,الشحوم,السكريات,الماء والشوارد,البروتين,,,C,ABCD,يقتصر الامتصاص المعدي على :,الماء والشوارد,ما هي المواد التي يقتصر عليها الامتصاص المعدي؟
4092,4094,Y2,Physiology,Physiology,كاربوهيموغلوبين.,كاربوكسي هيموغلوبين.,هيماتين.,هيموسيدرين.,,,C,ABCD,تفاعل الهيموغلوبين مع حمض او قلوي يؤدي لتشكل :,هيماتين.,ما هو المركب الذي يتشكل من تفاعل الهيموغلوبين مع حمض أو قلوي؟
4093,4095,Y1,Physiology,Physiology,الصوديوم,البوتاسيوم,الكلور,الغلوكوز,,,B,ABCD,يتناسب افراغة عكسيا مع افراغ الهيدروجين:,البوتاسيوم,ما الذي يتناسب إفراغه عكسياً مع إفراغ الهيدروجين؟
4094,4096,Y2,Physiology,Physiology,الكالسيوم.,الالبومين.,الهرمونات.,الحموض الدهنية.,,,B,ABCD,الغشاء الكبيبي نفوذ ل:,الالبومين.,ما هو الغشاء الكبيبي نفوذ له؟
4095,4097,Y1,Physiology,Physiology,جسم الخليه,المحوار,الاستطالات الهيوليه,المشبك العصبى,,,B,ABCD,المسؤل عن ارسال السيالات فى العصبونات:,المحوار,ما هو المسؤول عن إرسال السيالات في العصبونات؟
4096,4098,Y1,Physiology,Physiology,النسج,الأعضاء,الأجهزة,الخلايا,,,B,ABCD,يعتبر ضخ للدم مثالاً على دراسة وفق مستوى:,الأعضاء,ما هو المستوى الذي يعتبر ضخ الدم مثالاً على دراسته؟
4099,4101,Y1,Physiology,Physiology,هدركسلة,نزع كربوكسيل,ميتلة,اكسحة,,,C,ABCD,يتم تحويل النورادرينالين الى ادرينالين بعملية تدعي:,ميتلة,ما هي العملية التي يتم بها تحويل النورادرينالين إلى أدرينالين؟
4101,4103,Y1,Physiology,Physiology,الترومبوكسان A2,عامل فون ويلبراند,البروستاسايكلين,ADP,,,A,ABCD,يشكل جسراً بين الياف الكولاجين والصفيحات الدموية:,الترومبوكسان A2,ما الذي يشكل جسراً بين ألياف الكولاجين والصفيحات الدموية؟
4106,4108,Y1,Physiology,Physiology,زيادة القدرة على تمديد البول,زيادة القدرة على تكثيف البول,زيادة القدرة على طرح البولة,زيادة القدرة على إفراز الرينين,,,B,ABCD,الفائدة الوظيفية من وجود الكليونات المجاورة للّب هو:,زيادة القدرة على تكثيف البول,ما هي الفائدة الوظيفية من وجود الكليونات المجاورة للّب؟
4119,4121,Y1,Physiology,Physiology,اعتمادها جزئياً على الكالسيوم خارج الخلوي,طول فترة كامن فعل الليف العضلي القلبي,قدرة الخلايا العضلية القلبية على تفعيل ذاتها,عدم تأثر الخلايا العضلية القلبية بالنواقل العصبية,,,B,ABCD,السبب الذي يحمي العضلة القلبية من التكزز:,طول فترة كامن فعل الليف العضلي القلبي,ما هو السبب الذي يحمي العضلة القلبية من التكزز؟
4120,4122,Y1,Physiology,Physiology,GH,PRL,ACTH,FSH,,,A,ABCD,الهرمون الذي يخضع لتأثير مزدوج منبه و مثبط من الوطاء :,GH,ما هو الهرمون الذي يخضع لتأثير مزدوج منبه ومثبط من الوطاء؟
4125,4127,Y1,Physiology,Physiology,الجذع,القلب,الشفتين,اليدين,,,A,ABCD,عند الانسان المساحة الصغرى في ساحة الحس الاولية تقع :,الجذع,أين تقع المساحة الصغرى في ساحة الحس الأولية عند الإنسان؟
4129,4131,Y1,Physiology,Physiology,الكالسيوم خارج الخلوي,الكالسيوم داخل الخلوي,المتقدرات الغزيرة الموازية للبيفات,المدروج الكهربائى لقنوات الصوديوم,,,C,ABCD,مصدر الATP الذى تحتاجه اللييفات العضلية بشدة يأتي من:,المتقدرات الغزيرة الموازية للبيفات,ما هو مصدر الATP الذي تحتاجه الليفات العضلية بشدة؟
4132,4134,Y2,Physiology,Physiology,معقد ضد مستضد,رض الدم,تماس الدم مع الزجاج,رض الأنسجة,الفوسفوليبيدات الصفيحية,,D,ABCDE,يتم تفعيل السبيل الخارجي للتخثر عن طريق,رض الأنسجة,ما هو الذي يفعل السبيل الخارجي للتخثر؟
4135,4137,Y1,Physiology,Physiology,قابلية ذوبان الغاز في السائل,ثخانة الغشاء,مساحة مقطع السائل,سرعة الجزيئات المتحركة,,,B,ABCD,تتناسب سرعة انتشار الغاز عبر الغشاء التنفسي عكسا ا مع:,ثخانة الغشاء,ما الذي تتناسب معه سرعة انتشار الغاز عبر الغشاء التنفسي عكسياً؟
4145,4147,Y1,Physiology,Physiology,95 ملم زئبقي,104ملم زئبقي,149 ملم زئبقي,158 ملم زئبقي,,,C,ABCD,القيمة العظمى لضغط الأوكسجين في الأسناخ عند زيادة التهوية السنخية في الحالات السوية هي:,149 ملم زئبقي,ما هي القيمة العظمى لضغط الأوكسجين في الأسناخ عند زيادة التهوية السنخية في الحالات السوية؟
4146,4148,Y1,Physiology,Physiology,المعدة,الامعاء الدقيقة,الكولون بقسمه المستعرض,الكولون النهائي والمستقيم,,,B,ABCD,يحدث المتصاص بشكل أساسي في:,الامعاء الدقيقة,أين يحدث الامتصاص بشكل أساسي؟
4147,4149,Y1,Physiology,Physiology,الألدوستيرون,الكورتيزول,الثيروكسين,الأنسولين,,,B,ABCD,تؤدي الشدة (الكروب) إلى افراز هرمون:,الكورتيزول,ما هو الهرمون الذي يتم إفرازه نتيجة الشدة (الكروب)؟
4150,4152,Y1,Physiology,Physiology,الانتشار,النقل المّيسر,النقل المرافق,النقل الفاعل الأولي,,,A,ABCD,تحرر شوارد الكالسيوم من الشبكة الهيولية في العضلات الهيكلية يحدث بآلية:,الانتشار,ما هي آلية تحرر شوارد الكالسيوم من الشبكة الهيولية في العضلات الهيكلية؟
4155,4157,Y1,Physiology,Physiology,زيادة القوة الانقباضية للعضلة القلبية.,تباطؤ ضربات القلب.,تسريع التوصيل.,تسرع ضربات القلب.,,,B,ABCD,يسبب التنبيه اللاودي على القلب:,تباطؤ ضربات القلب.,ماذا يسبب التنبيه اللاودي على القلب؟
4157,4159,Y1,Physiology,Physiology,دخول شوارد الصوديوم,خروج شوارد الصوديوم,دخول شوارد البوتاسيوم,خروج شوارد البوتاسيوم,,,A,ABCD,المسؤول عن زوال الاستقطاب:,دخول شوارد الصوديوم,ما هو المسؤول عن زوال الاستقطاب؟
