id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,keep,Reason ,Confidence 
701,Y1,يروي المساريقي السفلي ماعدا,Anatomy,Anatomy,كل الكولون المعترض,السيني,الكولون النازل,المستقيم,,,A,ABCD,no,"""ما عدا""",high
702,Y1,من الأوساط الكاسرة في العين عدا:,Anatomy,Anatomy,الحدقة,الخلط المائي,العدسة,القرنية,,,A,ABCD,no,"""ما عدا""",high
703,Y1,. الحد الخلفي للحفرة الجناحية الحنكية هو,Anatomy,Anatomy,Pterygoid processes,Greater wing,Lesser wing,Crista galli,,,A,ABCD,no,answer in english,high
704,Y1,يكون النسيج الشحمي أوضح عند :,Anatomy,Anatomy,سكان الأقاليم الباردة,سكان الأقاليم الدافئة,سكان الأقاليم الحارة,لا شيء مما سبق,,,A,ABCD,no,indirect question,high
705,Y1,. الجوف الحقاني مقعر ذو نهاية ضخمة يتمفصل مع عظم العضد ويتجه,Anatomy,Anatomy,للاعلى والوحشي والامام,للاعلى والانسي والامام,للاسفل والوحشي والخلف,للاعلى والوحشي,,,A,ABCD,no,indirect question,high
706,Y2,لا يوجد فيه Perichondrium إطلاقا في كل توضعاته.,Histology,Anatomy,Hyaline cartilage,Elastic cartilage,Fibrocartilage,كل ما سبق.,كل ما سبق خطأ.,,C,ABCDE,no,choose the right answer,high
707,Y1,اتصالات جوف الأنف:,Anatomy,Anatomy,A الوحشي مع الحجاج والجيب الوتدي,B في الأسفل ينعزل عن جوف الفم عن طريق الحنك الصلب,C في الأمام يتمادى بفتحة عظمية هي المنخر,كل ما سبق صحيح,,,B,ABCD,no,choose the right answer,high
711,Y2,ثلاثية الرؤوس العضدية: (2007 أولى),Anatomy,Anatomy,ينشأ رأسها الطويل من عظم العضد,ترتكز على الكعبرة .,يعصبها الكعبري .,مثنية للمرفق .,,,c,ABCDE,no,indirect question,high
712,Y2,يساهم بتعصيب مثنية الأصابع العميقة: (2007 أولى),Anatomy,Anatomy,الفرع العميق من الكعبري .,العصب بين العظمين الأمامي .,الزندي .,الناصف والزندي .,,,d,ABCDE,no,indirect question,high
714,Y1,. تشاهد على الوجه الحجابي للقلب العناصر التالية ماعدا,Anatomy,Anatomy,قسم من البطين الايمن,قسم من البطين الايسر,الشريان بين البطنين الامامي,الشريان بين البطينين الخلفي,,,C,ABCD,no,"""ما عدا""",high
716,Y2,الصفيحة القاعدية للشعيرات المثقبة تكون مستمرة فيما يلي عدا :,Histology and Anatomy,Anatomy,الكلية,الغدد خاجية الافراز,الأمعاء,الغدد الصماء,,,B,ABCDE,no,"""ما عدا""",high
717,Y2,من صفات الضغط الحلولي في الأوعية الدموي:,Histology and Systemic Anatomy,Anatomy,ناتج عن وجود العناصر الدموية من الكريات و البلازما,يصل إلى ٣٥ مم زئبقي,متغير حسب مناطق الجسم والأوعية,ثابت في جميع أنحاء الجسم,,,D,ABCDE,no,infinite answers,high
718,Y1,التوسع في نهاية الأسهر يعني,Anatomy,Anatomy,مجل الأسهر,الحويصل المنوى,القناة الدافقة,لاشئ مما سبق,,,A,ABCD,no,infinite answers,high
719,Y1,كل ما يلي من مفرزات المنطقة الحزمية في الكظر ماعدا :,Anatomy,Anatomy,ACTH,أندروجين,استيروجين,الكورتيكوستيرون,,,A,ABCD,no,"""ما عدا""",high
721,Y1,يخرج العصب الشوكي من :,Anatomy,Anatomy,الثقبة بين الفقرية,الثقبة الفقرية,الثقبة الكبرى,التثقبة الشوكية,,,A,ABCD,no,indirect question,high
722,Y1,ينتج هرمون الأستروجين من :,Anatomy,Anatomy,الخصية,المبيض,الدرق,الكظر,,,B,ABCD,no,many answers,high
723,Y2,مايلي صحيح بالنسبة للعدلات:,Histology,Anatomy,العدلات لا تتحمل ظروف نقص الاكسجة,العدلات لا تحصل على الطاقة عن طريق حل الغلوكوز,تشكل 10% من الكريات البيض الجاتلة في الدوران,A+B,كل ما سبق صح,,B,ABCDE,no,choose the right answer,high
724,Y1,يحتوي الصفن ماعدا,Anatomy,Anatomy,الخصية,نهاية الحبل المنوي العلوية,البريخ,نهاية الحبل المنوي السفلية,,,B,ABCD,no,"""ما عدا""",high
725,Y2,اي من الخلايا الآتية في الظهارة التنفسية تعد,Histology,Anatomy,الخلايا الكأسية,الخلايا الفرشاتية.,خلايا كولشيسكي.,الخلايا القاعدية.,,,B,ABCD,no,choose the right answer,high
726,Y1,السويفة المخية,Anatomy,Anatomy,ألياف مقوسة باطنة,ألياف مستنة حمراوية,ألياف النواة فوق البصرية,ألياف سمعية أولية,,,ولا بنية مما علا,ABCD,no,indirect question,high
727,Y2,يمر تحت قيد العاطفات في الكاحل: (نموذج د.,Anatomy,Anatomy,وتر الظنبوبية الطويلة.,الشريان الظنبوبي الأمامي.,العصب الربلي.,وتر الظنبوبية الخلفية.,,,d,ABCDE,no,indirect question,high
728,Y1,من عضلات الوجه التعبيرية :,Anatomy,Anatomy,عضلات الجبهة.,العضلة حول العين.,العضلة حول الأذن.,كل ماسبق صحيح .,,,D,ABCD,no,choose the right answer,high
729,Y1,كل ما يلي صحيح بالنسبة للكريات البيض ماعدا:,Anatomy,Anatomy,مسؤولة عن التخثر,عددها 5000-8000 في الميليمتر المكعب,ثابتة ومتحركة,مسؤولة عن مناعة الجسم,,,A,ABCD,no,"""ما عدا""",high
730,Y2,محتويات الجيب العجاني العميق: ماعدا,Anatomy,Anatomy,جزء من الإحليل.,جزء من المهبل.,المعصرة الإحليلية التي يخترقها الإحليل والمهبل.,الأوعية الفرجية الباطنة وفروعها.,العضلتين العجانيتين المستعرضتين السطحيتين.,,E,ABCDE,no,"""ما عدا""",high
731,Y2,استحلاب الدسم وظيفة :,Histology,Anatomy,الحموض الصفراوية,الليستين.,الخلايا الحدية,لاشيء مما سبق.,,,A,ABCD,no,indirect question,high
732,Y2,كل ما يلي حول barrier testis-Blood صحيح ما عدا:,Histology,Anatomy,يتشكل من الوصالت السادة بين خلايا سرتولي على المستوى القاعدي الجانبي.,تقع spermatids early ضمن الحاجز الدموي الخصيوي.,تقع جميع خاليا السلسلة المنوية ضمن الحاجز الدموي الخصيوي.,يحمي ظهارة الأنابيب المنوية من التفاعلات المناعية الذاتية.,,,C,ABCD,no,"""ما عدا""",high
733,Y2,يخزن فيتامين A في الكبد ضمن :,Histology and Anatomy,Anatomy,خلايا كوبفر,الخلايا الكبدية,خلايا إيتو,خلايا لانغرهانس,,,C,ABCDE,no,indirect question,high
734,Y1,أقسام البلعوم ماعدا:,Anatomy,Anatomy,الأنفي,الفموي,المريني,الحنجري,,,C,ABCD,no,"""ما عدا""",high
735,Y2,تشكل محتويات الجيب العجاني السطحي ماعدا:,Anatomy,Anatomy,جذر البظر (بصلة الدهليز والساقان).,العضلة البصلية الإسفنجية.,الغدد الدهليزية الكبيرة.,جزء من المهبل.,مصرة الإحليل.,,E,ABCDE,no,"""ما عدا""",high
736,Y2,الخلايا التي تقوم بتصنيع الصفراء :,Histology and Anatomy,Anatomy,Hepatocytes,خلايا كوبفر,المرارة,ظهارة الاقنية الصفراوية,It's cells,,A,ABCDE,no,answer in english,high
737,Y2,اخت الإجابة الصحيحة :,Histology and Anatomy,Anatomy,الداء السكري من النمط 2 معتمد على الانسولين,تحاط جزر لانغرهانس بمحفظة ليفية سميكة,ترتبط الإصابة بالداء السكري من النمط الثاني بالسمنة Obesity,A+B,كل ما سبق صحيح,,C,ABCDE,no,choose the right answer,high
738,Y1,كل ما يلي عن قاعدة القلب صحيح عدا :,Anatomy,Anatomy,تتجه إلى الخلف والأعلى,تخرج منها جذوع الأوعية الكبيرة,تتشكل بشكل رئيسي من الأذينة اليسرى ذات التوضع العمودي,تنفتح عليها الأوردة الرئوية,,,C,ABCD,no,"""ما عدا""",high
740,Y2,فيما يخص مفصل الركبة كل مما يلي صحيح ماعدا:,Anatomy,Anatomy,هو تمفصل الفخذ مع الرضفة والشظية والظنبوب,يوجد ضمن الركبة رباط متصالب أمامي وخلفي,إن وتر المأبضية داخل المفصل,تعتمد ثباتية المفصل على الأربطة الخارجية والداخلية,الغضروف الهلالي الأنسي يرتبط مع الرباط الجانبي الأنسي,,E,ABCDE,no,"""ما عدا""",high
741,Y2,يجاور وجهها السطحي (الوحشي) الغدة تحت اللسان.,Anatomy,Anatomy,ذقنية لسانية,ضرسية لامية,لامية لسانية,ذقنية لامية,ذات البطنين,,A,ABCDE,no,indirect question,high
742,Y2,يحتوي على عدة انواع من الخلايا ومنها خلايا عرطلة عديدة الادوية,Histology,Anatomy,Adipose tissue,Cartilage,Bone,Fibrous connective tissue,Cartilage + bone,,C,ABCDE,no,answer in english,high
744,Y1,. الصحيح عن الاجوف العلوي,Anatomy,Anatomy,يقع في المنصف السفلي,يتيرك انطباع على الرئة اليسرى,يصب فيه الوريد الفرد,يساهم في تشكيله الوريد الوداجي الباطن,,,C,ABCD,no,choose the right answer,high
745,Y1,الخاطئ حول الفم هو:,Anatomy,Anatomy,يشكل بداية جهاز الهضم,طريق هوائي مساعد,له فوهة أمامية وجدران فقط,يشارك في المضغ والتصويت,,,A,ABCD,no,choose the wrong answer,high
746,Y1,كل ما يلي من وجوه الجناح الكبير عدا:,Anatomy,Anatomy,مخي,صدغي + تحت صدغي,فكي علوي,فكي سفلي,,,D,ABCD,no,"""ما عدا""",high
747,Y2,يعتبر Mesenchyme للمنشأ :,Histology,Anatomy,خلايا الدم,الخلايا العضلية الملساء,خلايا النسيج الضام.,كل ما سبق صح,كل ما سبق خطا .,,D,ABCDE,no,infinite answers,high
749,Y2,تضم ناصبات الفقار من عضلات الظهر العميقه ما عدا,Anatomy,Anatomy,الشوكيه العنقية,الحرقفيه الضلعية,الطولى الرأسية,الطولى العنقية,نصف شوكيه العنق,,E,ABCDE,no,"""ما عدا""",high
750,Y2,اختر الإجابة الصحيحة حول: Bronchioles Terminal,Histology,Anatomy,ظهارتها بسيطة مكعبة مهدبة.,الصفيحة المخصوصة لا تحوي ألياف مرنة.,كل من A+B,ليس مما سبق.,,,A,ABCD,no,choose the right answer,high
751,Y1,تعمل واردات مخيخيه الى التشكيلات الشبكية بشكل خاص من :,Anatomy,Anatomy,الطبقة الحبيبية لقشر المخيخ,النواة المسننة,النواة الأوجية (الأثرية),خلايا بوركنجي,,,القص الندفي العقيدي,ABCD,no,indirect question,high
754,Y1,الأجفان :,Anatomy,Anatomy,تتوضع أمام الحجاج.,بكل جهة جفن علوي وسفلي.,بين الجفنين فتحة تسمى الفرجة الجفنية.,يغطي الجلد الأجفان من الداخل والخارج.,,,D,ABCD,no,indirect question,high
755,Y1,وظيفة السوماتوستاتين:,Anatomy,Anatomy,تثبيط إفراز ACTH,تثبيط إفراز GH,تثبيط إفراز FSH,a + b,,,D,ABCD,no,choose the right answer,high
757,Y2,أي من الأعصاب الآتية يتوسط التبول الإرادي:,Anatomy,Anatomy,العصب الحرقفي الخثلي.,العصب الفرجي.,العصب الفخذي التناسلي.,الأعصاب الحشوية الحوضية.,العصب الحجابي.,,B,ABCDE,no,choose the right answer,high
758,Y2,من عضلات الساعد الخلفية : (2006),Anatomy,Anatomy,الكابة المربعة.,المرفقية.,باسطة الرسغ الزندية.,باسطة السبابة.,,,a,ABCDE,no,many answers,high
